,participant,ori_st,ypos_pr,size,resp2.keys,resp2.rt,cond
0,k,U,T,0.6,,,UA
1,k,U,T,0.6,,,UA
2,k,U,T,1.4,,,UA
3,k,U,T,1.4,,,UA
4,k,U,T,1.4,,,UA
5,k,U,T,1.4,,,UA
6,k,U,T,0.6,,,UA
7,k,U,T,0.6,,,UA
8,k,U,T,0.9,0.0,1.2111490999959642,UA
9,k,U,T,0.6,0.0,1.1012745000043649,UA
10,k,U,T,1.2,1.0,0.6652746999898227,UA
11,k,U,T,0.9,0.0,0.9578609000018332,UA
12,k,U,T,1.0,0.0,0.8962623000115855,UA
13,k,U,T,1.4,1.0,0.7183348999969894,UA
14,k,U,T,1.1,1.0,0.9769639000005554,UA
15,k,U,T,0.8,0.0,0.7293154999933904,UA
16,k,U,T,1.2,1.0,0.7058010000037029,UA
17,k,U,T,1.4,1.0,0.7023615999933099,UA
18,k,U,T,1.0,1.0,2.6128483999927994,UA
19,k,U,T,0.8,0.0,0.8519166000041878,UA
20,k,U,T,0.6,0.0,0.8783639000030234,UA
21,k,U,T,1.1,1.0,1.4188318999949845,UA
22,k,U,T,1.2,1.0,1.0407127999933437,UA
23,k,U,T,1.4,1.0,0.9252084999898216,UA
24,k,U,T,0.8,0.0,2.119490600001882,UA
25,k,U,T,1.0,1.0,2.22501119998924,UA
26,k,U,T,0.9,0.0,1.0785395999992031,UA
27,k,U,T,0.6,0.0,1.120691700009047,UA
28,k,U,T,1.1,1.0,1.1330305000010412,UA
29,k,U,T,1.1,1.0,1.227157100001932,UA
30,k,U,T,0.8,0.0,1.0173497999930987,UA
31,k,U,T,0.9,1.0,2.7295639999938435,UA
32,k,U,T,0.6,0.0,0.9127442000026348,UA
33,k,U,T,1.2,1.0,1.7972982000064803,UA
34,k,U,T,1.4,1.0,0.9270857999945292,UA
35,k,U,T,1.0,0.0,7.717217899989919,UA
36,k,U,T,0.8,0.0,1.15716170000087,UA
37,k,U,T,0.9,0.0,1.8870757000113367,UA
38,k,U,T,0.6,0.0,0.8948598999995738,UA
39,k,U,T,0.9,1.0,2.29540969998925,UA
40,k,U,T,1.4,1.0,0.8447681999969063,UA
41,k,U,T,0.8,0.0,1.0152566000033405,UA
42,k,U,T,1.2,1.0,1.1175817000039387,UA
43,k,U,T,1.0,0.0,4.319513700000243,UA
44,k,U,T,1.1,1.0,2.2337741999945138,UA
45,k,U,T,1.4,1.0,1.173134000011487,UA
46,k,U,T,1.0,1.0,2.77939769999648,UA
47,k,U,T,1.1,1.0,2.0324683000071677,UA
48,k,U,T,0.6,0.0,1.3421426999993855,UA
49,k,U,T,1.2,1.0,1.1501889000064691,UA
50,k,U,T,0.8,0.0,4.124572500004433,UA
51,k,U,T,1.1,1.0,1.0026179999986198,UA
52,k,U,T,0.6,0.0,0.9488762999972096,UA
53,k,U,T,1.2,1.0,0.8750624999956926,UA
54,k,U,T,1.4,1.0,0.8075628000078723,UA
55,k,U,T,0.8,0.0,0.8421355999889784,UA
56,k,U,T,0.6,0.0,0.8044743999926139,UA
57,k,U,T,1.0,0.0,4.077090099992347,UA
58,k,U,T,0.9,0.0,1.404968600007123,UA
59,k,U,T,1.2,1.0,1.4314950999978464,UA
60,k,U,T,1.0,1.0,1.027282800001558,UA
61,k,U,T,1.4,1.0,0.8094065999903249,UA
62,k,U,T,0.9,0.0,1.6119398000009824,UA
63,k,U,T,1.1,1.0,4.4517689000058445,UA
64,k,U,T,1.1,,,UA
65,k,U,T,0.9,1.0,5.941328800006887,UA
66,k,U,T,1.1,1.0,0.9541371999948752,UA
67,k,U,T,1.1,1.0,0.7965155999991111,UA
68,k,U,T,0.8,0.0,0.6650767999963136,UA
69,k,U,T,0.6,0.0,0.6057018999999855,UA
70,k,U,T,0.6,0.0,0.6222973999974784,UA
71,k,U,T,1.0,0.0,9.940738400007833,UA
72,k,U,T,0.9,0.0,1.3669889000011608,UA
73,k,U,T,1.2,1.0,0.8890064000006532,UA
74,k,U,T,1.0,1.0,1.7234846000064863,UA
75,k,U,T,0.8,0.0,1.1472960000101011,UA
76,k,U,T,1.4,1.0,0.9855354999890552,UA
77,k,U,T,1.2,1.0,0.9518018999951892,UA
78,k,U,T,1.4,1.0,0.7400280000001658,UA
79,k,U,T,1.1,1.0,1.916474300000118,UA
80,k,U,T,1.4,1.0,0.7442459000012605,UA
81,k,U,T,1.0,0.0,0.8708769000077154,UA
82,k,U,T,0.8,0.0,0.8772441000037361,UA
83,k,U,T,1.0,1.0,2.159486799995648,UA
84,k,U,T,1.2,1.0,0.7151646999991499,UA
85,k,U,T,1.2,1.0,0.8676504000031855,UA
86,k,U,T,1.1,1.0,1.0458515000063926,UA
87,k,U,T,1.4,1.0,0.9841591000003972,UA
88,k,U,T,0.9,0.0,0.8385457999975188,UA
89,k,U,T,0.9,0.0,2.8488136999949347,UA
90,k,U,T,0.8,0.0,0.8420570000016596,UA
91,k,U,T,0.6,0.0,0.8203939999948489,UA
92,k,U,T,0.6,0.0,0.8668679999973392,UA
93,k,U,T,1.4,1.0,0.8573251999914646,UA
94,k,U,T,1.0,0.0,0.9116203000012321,UA
95,k,U,T,0.6,0.0,0.6439564000029351,UA
96,k,U,T,1.2,0.0,1.1906018000008771,UA
97,k,U,T,0.9,0.0,0.8507671999977902,UA
98,k,U,T,1.0,0.0,3.04327930000727,UA
99,k,U,T,1.1,1.0,1.2301412999950117,UA
100,k,U,T,0.8,0.0,1.7682571000041207,UA
101,k,U,T,1.1,0.0,0.9220444999955362,UA
102,k,U,T,1.4,1.0,0.7563273999985541,UA
103,k,U,T,0.9,0.0,0.8088105999922846,UA
104,k,U,T,0.6,0.0,0.7152200999989873,UA
105,k,U,T,0.8,0.0,0.6478207000036491,UA
106,k,U,T,1.2,1.0,0.7523294999991776,UA
107,k,U,T,1.4,1.0,0.6868479999975534,UA
108,k,U,T,0.9,0.0,0.8734811000031186,UA
109,k,U,T,0.6,0.0,0.6195821000001159,UA
110,k,U,T,1.0,0.0,0.5884638999996241,UA
111,k,U,T,0.6,0.0,0.5929565999977058,UA
112,k,U,T,1.2,1.0,1.3873817999992752,UA
113,k,U,T,0.8,0.0,0.7354200999980094,UA
114,k,U,T,1.1,1.0,3.6080953999917256,UA
115,k,U,T,0.9,0.0,0.8306534000003012,UA
116,k,U,T,1.1,1.0,2.5409902000101283,UA
117,k,U,T,1.4,1.0,0.7601797999959672,UA
118,k,U,T,0.8,0.0,1.4048901999922236,UA
119,k,U,T,1.0,0.0,10.434767000013382,UA
120,k,U,T,1.2,1.0,1.4507699999958277,UA
121,k,U,T,1.2,,,UA
122,k,,,,,,
123,k,I,T,1.4,,,IB
124,k,I,T,0.6,,,IB
125,k,I,T,1.4,,,IB
126,k,I,T,1.4,,,IB
127,k,I,T,0.6,,,IB
128,k,I,T,0.6,,,IB
129,k,I,T,1.4,,,IB
130,k,I,T,0.6,,,IB
131,k,I,T,0.6,0.0,1.0346605999948224,IB
132,k,I,T,0.8,0.0,2.7271482000069227,IB
133,k,I,T,0.6,0.0,0.7660622999974294,IB
134,k,I,T,1.0,1.0,2.632622499993886,IB
135,k,I,T,0.9,0.0,1.5559003000089433,IB
136,k,I,T,1.2,1.0,0.711816800001543,IB
137,k,I,T,0.8,0.0,0.894249300006777,IB
138,k,I,T,0.9,1.0,3.6286517999978973,IB
139,k,I,T,1.0,1.0,0.8472330999939004,IB
140,k,I,T,1.1,1.0,0.7413790999999037,IB
141,k,I,T,1.4,1.0,0.7181809999892721,IB
142,k,I,T,1.2,1.0,0.5605090000026394,IB
143,k,I,T,1.1,1.0,0.5790030000061961,IB
144,k,I,T,1.4,1.0,0.6737070999952266,IB
145,k,I,T,0.9,0.0,1.478108399998746,IB
146,k,I,T,0.8,0.0,0.714124999998603,IB
147,k,I,T,1.4,1.0,0.5187055999995209,IB
148,k,I,T,1.2,1.0,0.4593117000040365,IB
149,k,I,T,1.1,1.0,0.5779448999965098,IB
150,k,I,T,0.6,0.0,0.7146115999930771,IB
151,k,I,T,0.8,0.0,0.8871870000002673,IB
152,k,I,T,1.0,1.0,1.1994248999981207,IB
153,k,I,T,1.0,1.0,0.5675296000117669,IB
154,k,I,T,1.2,1.0,0.6501355000073089,IB
155,k,I,T,1.4,1.0,0.5249320000002626,IB
156,k,I,T,0.6,0.0,0.7552845000027446,IB
157,k,I,T,0.9,0.0,3.245991799994954,IB
158,k,I,T,1.1,1.0,0.818644500002847,IB
159,k,I,T,0.6,0.0,1.137013699990348,IB
160,k,I,T,0.8,0.0,0.8733522000111407,IB
161,k,I,T,1.4,1.0,1.1255947000026936,IB
162,k,I,T,0.6,0.0,0.8299476999964099,IB
163,k,I,T,1.1,1.0,0.9564630999957444,IB
164,k,I,T,1.1,1.0,0.6066705999983242,IB
165,k,I,T,0.8,0.0,0.8212962999969022,IB
166,k,I,T,0.9,0.0,1.5177594999986468,IB
167,k,I,T,0.9,0.0,0.7995017000066582,IB
168,k,I,T,1.4,1.0,0.5619851999945239,IB
169,k,I,T,1.2,1.0,0.7887749000074109,IB
170,k,I,T,1.2,1.0,0.7053432999964571,IB
171,k,I,T,1.0,1.0,1.0695947000058368,IB
172,k,I,T,1.0,1.0,1.0838962999987416,IB
173,k,I,T,0.6,0.0,0.9663129999971716,IB
174,k,I,T,1.1,1.0,0.6224526000005426,IB
175,k,I,T,1.0,1.0,0.8371098999923561,IB
176,k,I,T,0.9,1.0,1.791616500006057,IB
177,k,I,T,1.4,1.0,0.9051393999980064,IB
178,k,I,T,0.8,0.0,1.0636595999967542,IB
179,k,I,T,1.2,1.0,0.619776899999124,IB
180,k,I,T,0.9,1.0,2.6683080999937374,IB
181,k,I,T,1.2,1.0,1.801733499989496,IB
182,k,I,T,1.0,1.0,0.6813627000083216,IB
183,k,I,T,0.6,0.0,0.7178047000052175,IB
184,k,I,T,0.8,0.0,1.2483859000058146,IB
185,k,I,T,1.4,1.0,1.1744908999971813,IB
186,k,I,T,1.1,1.0,0.6308470999938436,IB
187,k,I,T,1.1,,,IB
188,k,I,T,0.8,0.0,1.1464108000072883,IB
189,k,I,T,1.4,1.0,0.6326348000002326,IB
190,k,I,T,1.4,1.0,0.4851479000062682,IB
191,k,I,T,1.0,1.0,1.5338504000101238,IB
192,k,I,T,1.1,1.0,0.6037940999958664,IB
193,k,I,T,0.9,0.0,0.8864515000022948,IB
194,k,I,T,1.2,1.0,0.5427462999941781,IB
195,k,I,T,1.2,1.0,0.571257700008573,IB
196,k,I,T,1.0,1.0,0.5958394000044791,IB
197,k,I,T,0.6,0.0,0.6004507999896305,IB
198,k,I,T,0.6,0.0,0.5572219000023324,IB
199,k,I,T,0.9,0.0,0.639629800003604,IB
200,k,I,T,1.1,1.0,0.5882894000096712,IB
201,k,I,T,0.8,0.0,0.6408397000050172,IB
202,k,I,T,0.8,0.0,0.5792622000008123,IB
203,k,I,T,1.4,1.0,0.4819067000062205,IB
204,k,I,T,0.6,0.0,0.5167731999972602,IB
205,k,I,T,0.6,0.0,0.7033660000015516,IB
206,k,I,T,1.1,1.0,0.5557315000041854,IB
207,k,I,T,1.4,1.0,0.6163788999983808,IB
208,k,I,T,1.2,1.0,0.5369188000040594,IB
209,k,I,T,0.9,0.0,2.441449700010708,IB
210,k,I,T,1.0,1.0,1.4690106000052765,IB
211,k,I,T,1.2,1.0,0.5770331999956397,IB
212,k,I,T,0.8,0.0,0.5914478999911807,IB
213,k,I,T,1.0,0.0,1.6782019000092987,IB
214,k,I,T,0.9,0.0,1.4618764999904668,IB
215,k,I,T,1.1,1.0,1.3478535000031115,IB
216,k,I,T,1.0,1.0,1.7220204999903217,IB
217,k,I,T,1.4,1.0,0.6120051000034437,IB
218,k,I,T,0.6,0.0,0.6603013999992982,IB
219,k,I,T,0.8,0.0,0.7970429999986663,IB
220,k,I,T,1.4,1.0,0.613354299988714,IB
221,k,I,T,1.1,1.0,0.6520146999973804,IB
222,k,I,T,1.2,1.0,0.7564061000011861,IB
223,k,I,T,0.9,0.0,0.7609247000073083,IB
224,k,I,T,0.9,0.0,0.7714619999896968,IB
225,k,I,T,1.0,0.0,0.9418834999960382,IB
226,k,I,T,0.8,0.0,1.7801431999978377,IB
227,k,I,T,1.1,1.0,0.6900162999954773,IB
228,k,I,T,0.6,0.0,0.5566252999997232,IB
229,k,I,T,1.2,1.0,0.5751309999905061,IB
230,k,I,T,1.0,1.0,0.7016256999922916,IB
231,k,I,T,1.1,1.0,0.6382846999913454,IB
232,k,I,T,1.1,1.0,0.5708065999933751,IB
233,k,I,T,0.9,0.0,1.5494379000010667,IB
234,k,I,T,0.8,0.0,0.8752556999970693,IB
235,k,I,T,1.4,1.0,1.0317398000042886,IB
236,k,I,T,1.4,1.0,0.6921870999940438,IB
237,k,I,T,0.6,0.0,0.6604557000100613,IB
238,k,I,T,1.2,1.0,0.5730726000037976,IB
239,k,I,T,1.0,1.0,0.6516977999999654,IB
240,k,I,T,1.2,1.0,0.7722535999928368,IB
241,k,I,T,0.8,0.0,0.9806566000042948,IB
242,k,I,T,0.9,0.0,2.0350545999972383,IB
243,k,I,T,0.6,0.0,0.5985326000081841,IB
244,k,I,T,0.6,,,IB
245,k,,,,,,
246,k,I,D,0.6,,,IA
247,k,I,D,0.6,,,IA
248,k,I,D,1.4,,,IA
249,k,I,D,0.6,,,IA
250,k,I,D,1.4,,,IA
251,k,I,D,1.4,,,IA
252,k,I,D,0.6,,,IA
253,k,I,D,1.4,,,IA
254,k,I,D,0.6,0.0,1.9034379000077024,IA
255,k,I,D,1.2,1.0,0.517285299996729,IA
256,k,I,D,1.4,1.0,0.8477758999943035,IA
257,k,I,D,0.6,0.0,0.6081314999901224,IA
258,k,I,D,0.8,0.0,0.6348268000001553,IA
259,k,I,D,1.4,1.0,0.8134569999965606,IA
260,k,I,D,1.0,1.0,3.1314906000043266,IA
261,k,I,D,0.9,0.0,3.820636100004776,IA
262,k,I,D,0.9,0.0,3.770893399996567,IA
263,k,I,D,0.8,0.0,0.7274261999991722,IA
264,k,I,D,1.1,0.0,0.5857757000048878,IA
265,k,I,D,1.2,1.0,0.8303913999989163,IA
266,k,I,D,1.1,1.0,0.5406645000039134,IA
267,k,I,D,1.0,1.0,0.5415359000035096,IA
268,k,I,D,1.2,1.0,1.1500315000012051,IA
269,k,I,D,1.0,1.0,1.1163051999901654,IA
270,k,I,D,1.4,1.0,0.8885673000040697,IA
271,k,I,D,0.8,0.0,0.6829632000008132,IA
272,k,I,D,1.1,1.0,1.349515900001279,IA
273,k,I,D,0.9,0.0,1.3775943999935407,IA
274,k,I,D,0.6,0.0,0.7776357999973698,IA
275,k,I,D,0.9,0.0,1.2958866999979364,IA
276,k,I,D,0.8,0.0,0.6642136000009486,IA
277,k,I,D,1.0,0.0,5.772727900010067,IA
278,k,I,D,0.6,0.0,0.7957351999939419,IA
279,k,I,D,1.4,1.0,0.5843929999973625,IA
280,k,I,D,1.1,1.0,0.9408937999978662,IA
281,k,I,D,1.2,1.0,0.6691093999979785,IA
282,k,I,D,0.8,0.0,1.3558133999904385,IA
283,k,I,D,1.2,1.0,0.7177679000014905,IA
284,k,I,D,1.4,1.0,0.6822251000121469,IA
285,k,I,D,1.1,1.0,0.6507417999964673,IA
286,k,I,D,1.2,1.0,0.8992332000052556,IA
287,k,I,D,0.8,0.0,0.7158108999865362,IA
288,k,I,D,0.9,0.0,1.2622185999935027,IA
289,k,I,D,0.6,0.0,0.8523284000111744,IA
290,k,I,D,0.6,0.0,0.7248509999917587,IA
291,k,I,D,0.9,0.0,0.6373064999934286,IA
292,k,I,D,1.1,1.0,1.3277598999993645,IA
293,k,I,D,1.0,1.0,2.7298656000057235,IA
294,k,I,D,1.4,1.0,0.6668868999986444,IA
295,k,I,D,1.0,0.0,3.0815114000142785,IA
296,k,I,D,1.4,1.0,1.026239600003464,IA
297,k,I,D,0.8,0.0,1.966841800007387,IA
298,k,I,D,1.2,1.0,0.9423612999962644,IA
299,k,I,D,1.1,1.0,4.036960700002965,IA
300,k,I,D,0.9,0.0,1.7788815999956569,IA
301,k,I,D,1.4,1.0,0.7687378999980865,IA
302,k,I,D,1.2,1.0,2.1872831999935443,IA
303,k,I,D,1.1,1.0,7.550713200005702,IA
304,k,I,D,0.9,1.0,4.18461730000854,IA
305,k,I,D,0.6,0.0,0.8846282000013161,IA
306,k,I,D,1.0,1.0,3.719050800005789,IA
307,k,I,D,0.6,1.0,0.9376021000061884,IA
308,k,I,D,0.8,0.0,1.2898495999979789,IA
309,k,I,D,1.0,1.0,7.036063100007596,IA
310,k,I,D,1.0,,,IA
311,k,I,D,0.8,0.0,2.219111200000043,IA
312,k,I,D,1.1,1.0,0.7364713999995729,IA
313,k,I,D,0.8,0.0,1.7688603999995394,IA
314,k,I,D,1.0,0.0,2.074793400010094,IA
315,k,I,D,1.4,1.0,0.6521016999904532,IA
316,k,I,D,0.6,0.0,0.6666893999936292,IA
317,k,I,D,0.9,0.0,0.7291948999918532,IA
318,k,I,D,0.9,0.0,0.8760017000022344,IA
319,k,I,D,0.6,0.0,0.7562048999971012,IA
320,k,I,D,1.2,1.0,1.1926738999900408,IA
321,k,I,D,1.4,0.0,0.7407989999919664,IA
322,k,I,D,1.0,1.0,3.5712914999894565,IA
323,k,I,D,1.1,1.0,2.1398569000011776,IA
324,k,I,D,1.2,1.0,0.9393685999966692,IA
325,k,I,D,1.1,1.0,0.6997107000061078,IA
326,k,I,D,1.2,1.0,2.34820700000273,IA
327,k,I,D,1.2,1.0,4.5377817999979015,IA
328,k,I,D,1.0,0.0,3.949946199994884,IA
329,k,I,D,1.4,1.0,0.8638479000073858,IA
330,k,I,D,1.1,1.0,7.1103212000016365,IA
331,k,I,D,1.4,1.0,4.376443200002541,IA
332,k,I,D,1.0,1.0,2.6465192999894502,IA
333,k,I,D,0.9,0.0,1.8637080999906173,IA
334,k,I,D,0.9,0.0,4.309586700008366,IA
335,k,I,D,0.8,0.0,1.6953897000057625,IA
336,k,I,D,0.6,0.0,6.727349399996456,IA
337,k,I,D,0.8,0.0,0.7737682000006316,IA
338,k,I,D,0.6,0.0,0.9823227000015322,IA
339,k,I,D,0.6,0.0,4.756599599990295,IA
340,k,I,D,0.8,0.0,10.498287499998696,IA
341,k,I,D,1.1,1.0,1.6201785000012023,IA
342,k,I,D,1.4,1.0,1.106021800005692,IA
343,k,I,D,1.0,0.0,2.424361299999873,IA
344,k,I,D,1.4,1.0,6.459730200003833,IA
345,k,I,D,1.0,1.0,3.8381526999874036,IA
346,k,I,D,1.1,1.0,2.4886559000005946,IA
347,k,I,D,0.9,0.0,5.9459170999907665,IA
348,k,I,D,0.6,0.0,4.02091140000266,IA
349,k,I,D,1.2,1.0,1.3932440000062345,IA
350,k,I,D,0.8,0.0,4.565086599992355,IA
351,k,I,D,0.9,0.0,0.8691382000106387,IA
352,k,I,D,1.2,1.0,1.473556299999473,IA
353,k,I,D,1.0,0.0,6.091446700011147,IA
354,k,I,D,1.4,1.0,1.1843525000003865,IA
355,k,I,D,1.0,1.0,2.918593399997917,IA
356,k,I,D,0.6,0.0,1.2314283000014257,IA
357,k,I,D,0.9,1.0,10.38163769998937,IA
358,k,I,D,1.2,1.0,3.687547900000936,IA
359,k,I,D,0.8,0.0,0.8562238000013167,IA
360,k,I,D,1.1,1.0,1.3804385000112234,IA
361,k,I,D,0.6,0.0,0.7325515999982599,IA
362,k,I,D,1.1,1.0,4.5390216000087085,IA
363,k,I,D,1.2,1.0,1.2250993000052404,IA
364,k,I,D,0.9,0.0,1.1331065999984276,IA
365,k,I,D,1.4,1.0,1.1412795999931404,IA
366,k,I,D,0.8,0.0,2.9476406000030693,IA
367,k,I,D,0.8,,,IA
368,k,,,,,,
369,k,U,D,0.6,,,UB
370,k,U,D,0.6,,,UB
371,k,U,D,1.4,,,UB
372,k,U,D,1.4,,,UB
373,k,U,D,1.4,,,UB
374,k,U,D,0.6,,,UB
375,k,U,D,0.6,,,UB
376,k,U,D,1.4,,,UB
377,k,U,D,0.9,0.0,4.7470198000082755,UB
378,k,U,D,0.9,0.0,4.150631299999077,UB
379,k,U,D,1.2,1.0,0.8750143999932334,UB
380,k,U,D,1.4,1.0,1.0211879999988014,UB
381,k,U,D,0.6,0.0,0.8035429999872576,UB
382,k,U,D,1.2,1.0,1.7339414000016404,UB
383,k,U,D,1.0,1.0,0.7898064000037266,UB
384,k,U,D,1.0,1.0,4.6202821000042595,UB
385,k,U,D,0.8,0.0,1.3120982999971602,UB
386,k,U,D,0.8,0.0,1.4860715999966487,UB
387,k,U,D,0.6,0.0,3.0480352000013227,UB
388,k,U,D,1.1,1.0,0.7451126999949338,UB
389,k,U,D,1.1,1.0,0.8614846999989823,UB
390,k,U,D,1.4,1.0,0.6219899999996414,UB
391,k,U,D,0.8,0.0,0.6604593000083696,UB
392,k,U,D,0.8,0.0,0.7551378000061959,UB
393,k,U,D,0.6,0.0,0.6373576000041794,UB
394,k,U,D,0.6,0.0,0.602114099994651,UB
395,k,U,D,1.4,1.0,0.6286127000057604,UB
396,k,U,D,0.9,0.0,0.6572553000005428,UB
397,k,U,D,1.0,1.0,0.831732100006775,UB
398,k,U,D,1.1,1.0,1.7641923000046518,UB
399,k,U,D,0.9,0.0,5.393820999990567,UB
400,k,U,D,1.2,1.0,0.605330700011109,UB
401,k,U,D,1.1,1.0,0.7018988999916473,UB
402,k,U,D,1.4,1.0,0.5583618999953615,UB
403,k,U,D,1.2,1.0,0.4809060999978101,UB
404,k,U,D,1.0,1.0,0.5315349000011338,UB
405,k,U,D,1.0,1.0,0.7881339999876218,UB
406,k,U,D,0.9,1.0,0.6986619000090286,UB
407,k,U,D,1.0,1.0,0.5452065999998013,UB
408,k,U,D,0.6,0.0,0.8237671000097181,UB
409,k,U,D,1.2,1.0,0.6302260999946157,UB
410,k,U,D,1.4,1.0,0.4986846999963746,UB
411,k,U,D,0.8,0.0,6.427593700005673,UB
412,k,U,D,1.1,1.0,0.737982299993746,UB
413,k,U,D,0.6,0.0,0.8105504999984987,UB
414,k,U,D,1.4,1.0,1.1551376999996137,UB
415,k,U,D,0.9,1.0,0.8452808000001824,UB
416,k,U,D,1.1,1.0,0.6477499000029638,UB
417,k,U,D,1.2,1.0,0.6881290000019362,UB
418,k,U,D,0.8,0.0,1.4246626999956788,UB
419,k,U,D,0.9,0.0,5.398595599996042,UB
420,k,U,D,0.8,0.0,2.536192800005665,UB
421,k,U,D,0.8,0.0,6.9471158999949685,UB
422,k,U,D,1.1,1.0,3.973580000005313,UB
423,k,U,D,1.4,1.0,6.371930799999973,UB
424,k,U,D,1.0,1.0,4.928400400007376,UB
425,k,U,D,0.6,0.0,0.6962163999996847,UB
426,k,U,D,1.4,1.0,0.8085900000005495,UB
427,k,U,D,1.1,1.0,4.939189099997749,UB
428,k,U,D,0.9,1.0,3.1447679999982943,UB
429,k,U,D,1.2,1.0,0.6035741999949096,UB
430,k,U,D,1.2,1.0,0.6681317000038689,UB
431,k,U,D,0.6,0.0,1.2747791000001598,UB
432,k,U,D,1.0,1.0,4.322665899991988,UB
433,k,U,D,1.0,,,UB
434,k,U,D,0.8,0.0,1.2851571000064723,UB
435,k,U,D,0.6,0.0,0.4874614000000293,UB
436,k,U,D,0.6,0.0,0.6819643000053475,UB
437,k,U,D,1.4,1.0,0.6284899000020232,UB
438,k,U,D,1.2,1.0,0.7209483000042383,UB
439,k,U,D,0.9,0.0,2.445648599998094,UB
440,k,U,D,1.2,1.0,0.6528346999984933,UB
441,k,U,D,1.4,1.0,0.5336534000089159,UB
442,k,U,D,0.9,1.0,2.9981551999953813,UB
443,k,U,D,1.1,1.0,0.5209704999870155,UB
444,k,U,D,1.0,1.0,0.6275384999898961,UB
445,k,U,D,0.8,0.0,0.8423040000052424,UB
446,k,U,D,1.1,1.0,0.9644648000103188,UB
447,k,U,D,1.0,1.0,5.1169776000024285,UB
448,k,U,D,1.4,1.0,5.64442820000113,UB
449,k,U,D,0.9,0.0,4.941558599995916,UB
450,k,U,D,1.4,1.0,1.4672464999894146,UB
451,k,U,D,1.1,1.0,0.9212942000012844,UB
452,k,U,D,0.9,0.0,3.3476603000017353,UB
453,k,U,D,0.8,0.0,4.040368399990257,UB
454,k,U,D,0.8,0.0,4.320498700006283,UB
455,k,U,D,1.1,1.0,3.066546400004881,UB
456,k,U,D,0.6,0.0,3.4315607000025916,UB
457,k,U,D,0.6,0.0,0.8821287000027951,UB
458,k,U,D,1.2,1.0,12.26064450001286,UB
459,k,U,D,1.0,1.0,0.9654525999940232,UB
460,k,U,D,1.2,1.0,1.4858080000121845,UB
461,k,U,D,1.0,1.0,1.1336139000050025,UB
462,k,U,D,0.9,1.0,3.173841299998457,UB
463,k,U,D,1.4,1.0,3.6365771999990097,UB
464,k,U,D,1.2,1.0,1.639083500005654,UB
465,k,U,D,0.6,0.0,6.827077300011298,UB
466,k,U,D,1.0,1.0,1.7655413999891607,UB
467,k,U,D,1.1,1.0,0.8133881999965524,UB
468,k,U,D,0.8,0.0,4.875585099987802,UB
469,k,U,D,1.1,1.0,0.7792328999930759,UB
470,k,U,D,1.0,1.0,1.1699360999919008,UB
471,k,U,D,0.6,0.0,0.8178980999946361,UB
472,k,U,D,1.4,0.0,2.7943108000035863,UB
473,k,U,D,0.8,1.0,0.8055825000046752,UB
474,k,U,D,1.2,1.0,3.837880000006408,UB
475,k,U,D,0.9,0.0,1.080477299998165,UB
476,k,U,D,0.8,0.0,0.6745746999949915,UB
477,k,U,D,0.9,0.0,11.319137800004684,UB
478,k,U,D,0.6,0.0,0.8044286000076681,UB
479,k,U,D,1.4,1.0,0.7167928999988362,UB
480,k,U,D,1.4,1.0,0.5693994999892311,UB
481,k,U,D,1.1,1.0,2.609876400005305,UB
482,k,U,D,0.8,0.0,4.171122800005833,UB
483,k,U,D,0.6,0.0,1.2752985999977682,UB
484,k,U,D,1.0,1.0,2.5514571999956392,UB
485,k,U,D,1.0,1.0,6.092699900007575,UB
486,k,U,D,1.1,1.0,2.9776454999955604,UB
487,k,U,D,1.2,1.0,2.686750599998049,UB
488,k,U,D,1.2,1.0,0.6217687000025762,UB
489,k,U,D,0.9,0.0,3.3102425000106446,UB
490,k,U,D,0.9,,,UB
491,k,,,,,,
492,k,I,T,0.6,,,IB
493,k,I,T,1.4,,,IB
